title,year,infobox
Cinderella,1950,"{'Directed by': ['Hamilton Luske', 'Wilfred Jackson', 'Clyde Geronimi', '\n \n', ''], 'Story by': ['Harry Reeves', 'Joe Rinaldi', 'William Peet', 'Ted Sears', 'Homer Brightman', 'Kenneth Anderson', 'Erdman Penner', 'Winston Hibler', '\n \n', ''], 'Based on': ['by ', 'Charles Perrault', '', ''], 'Produced by': ['Walt Disney', '', ''], 'Starring': ['Ilene Woods', 'Eleanor Audley', 'Verna Felton', 'Rhoda Williams', 'James MacDonald', 'Luis van Rooten', 'Don Barclay', 'Mike Douglas', 'William Phipps', 'Lucille Bliss', '\n \n', ''], 'Edited by': ['Donald Halliday', '', ''], 'Music by': ['Oliver Wallace', 'Paul J. Smith', '\n \n', ''], 'Production company': ['', 'Walt Disney Productions'], 'Distributed by': ['RKO Radio Pictures', '', ''], 'Release dates': ['February\xa015,\xa01950', ' (Boston)', 'March\xa04,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['74 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$2.2 million', '', ''], 'Box office': ['$182 million', '', ''], 'Released': ['February 4, 1997', '', ''], '': ['Walt Disney', '', '']}"
Comanche Territory,1950,"{'Directed by': ['George Sherman', '', ''], 'Written by': ['Lewis Meltzer', '', ''], 'Screenplay by': ['Lewis Meltzer', 'Oscar Brodney', '', ''], 'Produced by': ['Leonard Goldstein', '', ''], 'Starring': [""Maureen O'Hara"", 'Macdonald Carey', '', ''], 'Cinematography': ['Maury Gertsman', '', ''], 'Edited by': ['Frank Gross', '', ''], 'Music by': ['Frank Skinner', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Universal Pictures', ''], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['May\xa01,\xa01950', '\n \n', ''], 'Running time': ['76 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.6 million', '', '']}"
Convicted,1950,"{'Directed by': ['Henry Levin', '', ''], 'Screenplay by': ['William Bowers', 'Fred Niblo, Jr.', 'Seton I. Miller', '', ''], 'Based on': ['1929 play', 'by ', 'Martin Flavin', '', ''], 'Produced by': ['Jerry Bresler', '', ''], 'Starring': ['Glenn Ford', 'Broderick Crawford', 'Millard Mitchell', 'Dorothy Malone', 'Carl Benton Reid', 'Frank Faylen', 'Will Geer', '', ''], 'Cinematography': ['Burnett Guffey', '', ''], 'Edited by': ['Al Clark', '', ''], 'Music by': ['George Duning', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['Columbia Pictures', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['August\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Crisis,1950,"{'Directed by': ['Richard Brooks', '', ''], 'Written by': [' (story)', 'Richard Brooks', 'George Tabori', '', ''], 'Produced by': ['Arthur Freed', '', ''], 'Starring': ['Cary Grant', 'José Ferrer', 'Paula Raymond', '', ''], 'Cinematography': ['Ray June', '', ''], 'Edited by': ['Robert J. Kern', '', ''], 'Music by': ['Miklós Rózsa', '', ''], 'Production company': ['Metro-Goldwyn-Mayer', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['July\xa07,\xa01950', '\n \n', ''], 'Running time': ['96 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,581,000', '', ''], 'Box office': ['$1,403,000', '', '']}"
Cyrano de Bergerac,1950,"{'Directed by': ['Michael Gordon', '', ''], 'Screenplay by': [' ', 'Carl Foreman', 'Brian Hooker', '', ''], 'Based on': ['by ', 'Edmond Rostand', '', ''], 'Produced by': ['Stanley Kramer', '', ''], 'Starring': ['José Ferrer', 'Mala Powers', 'William Prince', '', ''], 'Cinematography': ['Franz Planer', '', ''], 'Edited by': ['Harry W. Gerstad', '', ''], 'Music by': ['Dimitri Tiomkin', '', ''], 'Production company': ['Stanley Kramer Productions', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['November\xa016,\xa01950', '\n \n', ''], 'Running time': ['113 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.1 million', '', ''], 'Box office': ['$1.9 million (US rentals)', '', '']}"
D.O.A.,1950,"{'Directed by': ['Rudolph Maté', '', ''], 'Written by': ['Russell Rouse', 'Clarence Greene', '\n \n', ''], 'Produced by': ['Leo C. Popkin', '', ''], 'Starring': ['Lynn Baggett', 'Henry Hart', ""Edmond O'Brien"", 'Pamela Britton', 'Luther Adler', 'Beverly Campbell', 'Neville Brand', 'William Ching', 'Laurette Luez', '\n \n', ''], 'Cinematography': ['Ernest Laszlo', '', ''], 'Edited by': ['Arthur H. Nadel', '', ''], 'Music by': ['Dimitri Tiomkin', '', ''], 'Color process': ['Black and white', '', ''], 'Production companies': ['Harry Popkin Productions Cardinal Pictures', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['April\xa021,\xa01950', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Dallas,1950,"{'Directed by': ['Stuart Heisler', '', ''], 'Written by': ['John Twist', '', ''], 'Produced by': ['Anthony Veiller', '', ''], 'Starring': [' also plays a prominent role.', 'Gary Cooper', 'Ruth Roman', 'Steve Cochran', 'Barbara Payton', 'Raymond Massey', 'Leif Erikson', '', ''], 'Cinematography': ['Ernest Haller', '', ''], 'Edited by': ['Clarence Kolster', '', ''], 'Music by': ['Max Steiner', '', ''], 'Production company': ['Warner Bros.', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['December\xa030,\xa01950', '\n \n', ''], 'Running time': ['94 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,390,000', '', ''], 'Box office': ['$4,490,000', '$2.2 million (US rentals)', '', '']}"
The Damned Don't Cry,1950,"{'Directed by': ['Vincent Sherman', '', ''], 'Screenplay by': ['Harold Medford', ' ', ' ', 'Jerome Weidman', '', ''], 'Based on': ['Story by ', 'Gertrude Walker', '', ''], 'Produced by': ['Jerry Wald', '', ''], 'Starring': ['Joan Crawford', 'David Brian', '', ''], 'Cinematography': [', ', 'Ted McCord', 'A.S.C.', '', ''], 'Edited by': ['Rudi Fehr', '', ''], 'Music by': ['Daniele Amfitheatrof', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['Warner Bros.', ''], 'Distributed by': ['Warner Bros.', '', ''], 'Release date': ['May\xa07,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,233,000', '', ''], 'Box office': ['$2,211,000', '', '']}"
Dance Hall,1950,"{'Directed by': ['Charles Crichton', '', ''], 'Screenplay by': ['E.V.H. Emmett', 'Diana Morgan', 'Alexander Mackendrick', '', ''], 'Produced by': ['E.V.H. Emmett', 'Michael Balcon', '', ''], 'Starring': ['Donald Houston', 'Bonar Colleano', 'Petula Clark', 'Natasha Parry', 'Jane Hylton', 'Diana Dors', '', ''], 'Cinematography': ['Douglas Slocombe', '', ''], 'Edited by': ['Seth Holt', '', ''], 'Music by': ['Joyce Cochrane', 'Reg Owen', 'Jack Parnell', '', ''], 'Production company': ['', 'Ealing Studios'], 'Distributed by': [' ', 'GFD', '', ''], 'Release date': ['8\xa0June\xa01950', ' (UK)', '\n \n', ''], 'Running time': ['80 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Box office': ['£89,000', '', '']}"
Darah dan Doa,1950,"{'Directed by': ['Usmar Ismail', '', ''], 'Written by': ['Usmar Ismail', 'Sitor Situmorang', '\n \n', ''], 'Produced by': ['Usmar Ismail', '', ''], 'Starring': ['Del Juzar', 'Ella Bergen', 'Aedy Muward', 'Awaluddin Djamin', '\n \n', ''], 'Cinematography': ['Max Tera', '', ''], 'Edited by': ['Djohan Sjafri', '', ''], 'Music by': ['G. R. W. Sinsu', '', ''], 'Production company': ['', 'Perfini'], 'Distributed by': ['Spectra Film Exchange', '', ''], 'Release date': ['1950', '\n \n', ''], 'Running time': ['128 minutes', '', ''], 'Country': ['Indonesia', '', ''], 'Language': ['Indonesian', '', ''], 'Budget': ['350,000 ', 'rupiah', '', '']}"
Dark City,1950,"{'Directed by': ['William Dieterle', '', ''], 'Screenplay by': ['John Meredyth Lucas', 'Larry Marcus', '', ''], 'Based on': ['the story ""No Escape""', 'by Larry Marcus', '', ''], 'Produced by': ['Hal B. Wallis', '', ''], 'Starring': ['Charlton Heston', 'Lizabeth Scott', 'Viveca Lindfors', 'Dean Jagger', 'Don DeFore', '', ''], 'Cinematography': ['Victor Milner', '', ''], 'Edited by': ['Warren Low', '', ''], 'Music by': ['Franz Waxman', '', ''], 'Production company': ['Hal Wallis Productions', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['October\xa06,\xa01950', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
The Daughter of Rosie O'Grady,1950,"{'Directed by': ['David Butler', '', ''], 'Written by': ['Jack Rose', 'Melville Shavelson', 'Peter Milne', '', ''], 'Starring': ['June Haver', 'Gordon MacRae', '', ''], 'Cinematography': ['Wilfred M. Cline', '', ''], 'Edited by': ['Irene Morra', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['', 'Warner Bros.'], 'Release dates': ['March\xa030,\xa01950', ' (New York City)', 'April\xa029,\xa01950', ' (U.S.)', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,402,000', '', ''], 'Box office': ['$2,803,000', '$2,250,000 (US rentals)', '', '']}"
Death Is a Caress,1950,"{'Directed by': ['Edith Carlmar', '', ''], 'Written by': [' ', ' ', ' (novel)', 'Otto Carlmar', 'Arve Moen', '', ''], 'Starring': [' ', ' ', ' ', ' ', ' ', ' ', 'Claus Wiese', 'Bjørg Riiser-Larsen', 'Ingolf Rogde', 'Brita Bigum', '', ''], 'Release date': ['1949', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['Norway', '', ''], 'Language': ['Norwegian', '', '']}"
Deported,1950,"{'Directed by': ['Robert Siodmak', '', ''], 'Screenplay by': ['Robert Buckner', '', ''], 'Story by': ['Lionel Shapiro', '', ''], 'Based on': [' by Lionel Shapiro', '', ''], 'Produced by': ['Robert Buckner', '', ''], 'Starring': ['Märta Torén', 'Jeff Chandler', '', ''], 'Cinematography': ['William H. Daniels', '', ''], 'Edited by': ['Ralph Dawson', '', ''], 'Music by': ['Walter Scharf', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['', 'Universal Pictures'], 'Distributed by': ['Universal Pictures', '', ''], 'Release date': ['November\xa01,\xa01950', '\n \n', ''], 'Running time': ['89 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$550,000 (est.)', '', '']}"
Destination Moon,1950,"{'Directed by': ['Irving Pichel', '', ''], 'Screenplay by': ['Rip Van Ronkel', ""James O'Hanlon"", 'Robert A. Heinlein', '\n \n', ''], 'Based on': ['1947 novel ', 'by Robert A. Heinlein', '', ''], 'Produced by': [' (uncredited)', 'George Pal', 'Walter Lantz', '', ''], 'Starring': ['John Archer', 'Warner Anderson', 'Tom Powers', 'Dick Wesson', '\n \n', ''], 'Cinematography': ['Lionel Lindon', '', ''], 'Edited by': ['Duke Goldstone', '', ''], 'Music by': ['Leith Stevens', '', ''], 'Animation by': ['Walter Lantz', '', ''], 'Color process': ['Technicolor', '', ''], 'Production companies': ['George Pal Productions', 'Walter Lantz Productions'], 'Distributed by': ['Eagle-Lion Classics', '', ''], 'Release date': ['June\xa027,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$592,000', '', ''], 'Box office': ['$5 million', ' or $1.3 million (US)', '', '']}"
Devil's Doorway,1950,"{'Directed by': ['Anthony Mann', '', ''], 'Screenplay by': ['Guy Trosper', '', ''], 'Produced by': ['Nicholas Nayfack', '', ''], 'Starring': ['Robert Taylor', 'Louis Calhern', 'Paula Raymond', '', ''], 'Cinematography': ['John Alton', '', ''], 'Edited by': ['Conrad A. Nervig', '', ''], 'Music by': ['Daniele Amfitheatrof', '', ''], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['September\xa015,\xa01950', ' (Los Angeles)', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1,373,000', '', ''], 'Box office': ['$2,096,000', '', '']}"
The Devil Is a Woman,1950,"{'Directed by': ['Tito Davison', '', ''], 'Written by': ['Edmundo Báez', 'Tito Davison', 'Luis Fernández Ardavín', 'Ricardo López Méndez', '', ''], 'Produced by': ['Victor Purcell', 'Joseph Satinsky', 'Gregorio Walerstein', '', ''], 'Starring': ['María Félix', '', ''], 'Cinematography': ['Alex Phillips', '', ''], 'Edited by': ['Rafael Ceballos', '', ''], 'Release date': ['28\xa0January\xa01950', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Mexico', '', ''], 'Language': ['Spanish', '', '']}"
Dial 1119,1950,"{'Directed by': ['Gerald Mayer', '', ''], 'Screenplay by': ['John Monks Jr.', '', ''], 'Story by': ['Hugh King', 'Don McGuire', '', ''], 'Produced by': ['Richard Goldstone', '', ''], 'Starring': ['Marshall Thompson', 'Virginia Field', 'Andrea King', 'Sam Levene', '', ''], 'Cinematography': ['Paul Vogel', '', ''], 'Edited by': ['Newell P. Kimlin', '', ''], 'Music by': ['André Previn', '', ''], 'Production company': ['', 'Metro-Goldwyn-Mayer'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['November\xa03,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['75 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$473,000', '', ''], 'Box office': ['$603,000', '', '']}"
God Needs Men,1950,"{'Directed by': ['Jean Delannoy', '', ''], 'Written by': ['Jean Aurenche', 'Pierre Bost', '', ''], 'Based on': [' by ', 'Henri Queffelec', '', ''], 'Produced by': ['Paul Graetz', '', ''], 'Starring': [' ', ' ', ' ', ' ', 'Pierre Fresnay', 'Madeleine Robinson', 'Daniel Gélin', '', ''], 'Cinematography': ['Robert Lefebvre', '', ''], 'Edited by': ['James Cuenet', '', ''], 'Music by': ['René Cloërec', '', ''], 'Production company': ['Transcontinental Films', ''], 'Distributed by': ['Twentieth Century Fox', '', ''], 'Release date': ['4\xa0October\xa01950', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', '']}"
The Eagle and the Hawk,1950,"{'Directed by': ['Lewis R. Foster', '', ''], 'Screenplay by': ['Lewis R. Foster', 'Daniel Mainwaring', '', ''], 'Story by': ['Jess Arnold', '', ''], 'Produced by': ['William H. Pine', 'William C. Thomas', '', ''], 'Starring': ['John Payne', 'Rhonda Fleming', ""Dennis O'Keefe"", 'Thomas Gomez', 'Fred Clark', 'Frank Faylen', '', ''], 'Cinematography': ['James Wong Howe', '', ''], 'Edited by': ['Howard A. Smith', '', ''], 'Music by': ['Rudy Schrager', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['', 'Pine-Thomas Productions'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['May\xa030,\xa01950', '\n \n', ''], 'Running time': ['104 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$1.5 million', '', '']}"
Edge of Doom,1950,"{'Directed by': ['Mark Robson', '', ''], 'Screenplay by': ['Philip Yordan', '', ''], 'Based on': ['the novel', 'by ', 'Leo Brady', '', ''], 'Produced by': ['Samuel Goldwyn', '', ''], 'Starring': ['Dana Andrews', 'Farley Granger', 'Joan Evans', '', ''], 'Narrated by': ['Dana Andrews', '', ''], 'Cinematography': ['Harry Stradling', '', ''], 'Edited by': ['Daniel Mandell', '', ''], 'Music by': ['Hugo Friedhofer', '', ''], 'Production company': ['', 'Samuel Goldwyn Productions'], 'Distributed by': ['RKO Radio Pictures', '', ''], 'Release dates': ['August\xa02,\xa01950', ' (Premiere-', ')', 'August\xa030,\xa01950', ' (', ')', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Les Enfants terribles,1950,"{'Directed by': ['Jean-Pierre Melville', '', ''], 'Screenplay by': ['Jean-Pierre Melville (uncredited)', 'Jean Cocteau', '\n \n', ''], 'Based on': ['by Jean Cocteau', '', ''], 'Produced by': ['Jean-Pierre Melville', '', ''], 'Starring': ['Edouard Dermithe', 'Renée Cosima', 'Nicole Stéphane', 'Jacques Bernard', '\n \n', ''], 'Narrated by': ['Jean Cocteau', '', ''], 'Cinematography': ['Henri Decaë', '', ''], 'Edited by': ['Monique Bonnot', '', ''], 'Production company': ['O.G.C.', ''], 'Release date': ['March\xa029,\xa01950', ' (Paris)', '\n \n', ''], 'Running time': ['107 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', '']}"
Akatsuki no Dassō,1950,"{'Directed by': ['Senkichi Taniguchi', '', ''], 'Screenplay by': ['Senkichi Taniguchi', 'Akira Kurosawa', '\n \n', ''], 'Story by': ['Yasujiro Tamura', '', ''], 'Produced by': ['Tomoyuki Tanaka', '', ''], 'Starring': ['Ryō Ikebe', 'Yoshiko ""Shirley"" Yamaguchi', 'Sakae Ozawa', 'Hajime Izu', '\n \n', ''], 'Cinematography': ['Akira Mimura', '', ''], 'Music by': ['Fumio Hayasaka', '', ''], 'Production companies': ['', '', 'Shintoho', 'Toho'], 'Distributed by': ['Shintoho', '', ''], 'Release date': ['8\xa0January\xa01950', ' (Japan)', '\n \n', ''], 'Running time': ['116 minutes', '', ''], 'Country': ['Japan', '', '']}"
The Fall of Berlin,1950,"{'': ['', ''], 'Directed by': ['Mikheil Chiaureli', '', ''], 'Screenplay by': ['Mikheil Chiaureli', 'Pyotr Pavlenko', '\n \n', ''], 'Produced by': ['Viktor Tsirgiladze', '', ''], 'Starring': ['Yury Tymoshenko', 'Marina Kovalyova', 'Vladimir Savelyev', 'Mikheil Gelovani', 'Boris Andreyev', '\n \n', ''], 'Cinematography': ['Leonid Kosmatov', '', ''], 'Edited by': ['Tatiana Likhacheva', '', ''], 'Music by': ['Dmitri Shostakovich', '', ''], 'Production company': ['', 'Mosfilm'], 'Distributed by': ['Amkino', '', ''], 'Release date': ['21\xa0January\xa01950', ' (USSR)', '\n \n', ''], 'Running time': ['167 minutes', '151 minutes', '\n \n', ''], 'Country': ['Soviet Union', '', ''], 'Language': ['Russian', '', '']}"
Fancy Pants,1950,"{'Directed by': ['George Marshall', '', ''], 'Screenplay by': [""Robert O'Brien"", 'Edmund L. Hartmann', '\n \n', ''], 'Based on': ['by ', 'Harry Leon Wilson', '', ''], 'Produced by': ['Robert L. Welch', '', ''], 'Starring': ['Bob Hope', 'Lucille Ball', 'Bruce Cabot', 'Jack Kirkwood', '\n \n', ''], 'Cinematography': ['Charles Lang', '', ''], 'Edited by': ['Archie Marshek', '', ''], 'Music by': ['Van Cleave', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['', 'Paramount Pictures'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['July\xa019,\xa01950', ' (United States)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2.6 million (US rentals)', '', '']}"
Father Is a Bachelor,1950,"{'Directed by': ['Abby Berlin', 'Norman Foster', '', ''], 'Screenplay by': ['Aleen Leslie', 'James Edward Grant', '', ''], 'Story by': ['James Edward Grant', '', ''], 'Produced by': ['S. Sylvan Simon', '', ''], 'Starring': ['William Holden', 'Coleen Gray', '', ''], 'Cinematography': ['Burnett Guffey', '', ''], 'Edited by': ['Jerome Thoms', '', ''], 'Music by': ['Arthur Morton', '', ''], 'Color process': ['Black and white', '', ''], 'Production company': ['', 'Columbia Pictures'], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['February\xa022,\xa01950', '\n \n', ''], 'Running time': ['84 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
